RB処理日,会社,部門G,部門,部署,年度,年月,四半期,管理項目コード,管理項目名称,補助項目コード,補助項目名称,実績,予算
20231011,博報堂プロダクツ,営業統括,人事部,推進課,2023,202310,3Q,500001,広告主負担金,S005,確定,107913595,132139362
20240412,博報堂,メディア統括,経営企画部,第三課,2024,202404,1Q,500002,媒体社リベート,S001,通常,23640525,38691337
20240104,読売広告社,デジタル統括,総務部,第一課,2023,202401,4Q,200001,人件費,S004,見込,127016183,92548203
20230521,大広,クリエイティブ統括,第一営業部,開発課,2023,202305,1Q,400002,制作収入,S004,見込,194444132,169148657
20230727,博報堂プロダクツ,管理統括,制作部,第一課,2023,202307,2Q,200003,減価償却費,S005,確定,65621675,104612321
20240103,博報堂,営業統括,経営企画部,管理課,2023,202401,4Q,100002,売上原価,S005,確定,289679453,305008233
20240910,大広,クリエイティブ統括,制作部,開発課,2024,202409,2Q,300001,営業利益,S003,調整,296944583,418998014
20230504,博報堂DYメディアパートナーズ,デジタル統括,制作部,運用課,2023,202305,1Q,300001,営業利益,S003,調整,454925140,343158424
20241101,博報堂プロダクツ,メディア統括,クリエイティブ部,運用課,2024,202411,3Q,300002,経常利益,S003,調整,544351988,435253506
20241003,大広,デジタル統括,制作部,企画課,2024,202410,3Q,500002,媒体社リベート,S002,特別,242632625,175485903
20250324,博報堂,メディア統括,デジタルマーケティング部,運用課,2024,202503,4Q,500001,広告主負担金,S001,通常,523689447,397008013
20240626,博報堂DYメディアパートナーズ,営業統括,人事部,第二課,2024,202406,1Q,400003,コンサルティング収入,S003,調整,285846302,215016990
20240908,博報堂プロダクツ,管理統括,デジタルマーケティング部,企画課,2024,202409,2Q,500002,媒体社リベート,S003,調整,92107735,78088689
20240623,読売広告社,営業統括,財務経理部,第三課,2024,202406,1Q,100002,売上原価,S003,調整,187380980,166982805
20230528,博報堂プロダクツ,メディア統括,人事部,推進課,2023,202305,1Q,400003,コンサルティング収入,S003,調整,472045639,377916281
20240324,博報堂プロダクツ,管理統括,デジタルマーケティング部,第一課,2023,202403,4Q,100002,売上原価,S003,調整,55466165,62122349
20240628,読売広告社,メディア統括,制作部,第二課,2024,202406,1Q,200001,人件費,S005,確定,367252277,279722636
20240607,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,第一課,2024,202406,1Q,100001,売上高,S005,確定,375308003,421028825
20231228,読売広告社,デジタル統括,第一営業部,企画課,2023,202312,3Q,100001,売上高,S001,通常,59470137,44015684
20250204,博報堂,デジタル統括,デジタルマーケティング部,第二課,2024,202502,4Q,100003,売上総利益,S003,調整,265343601,313613227
20230612,大広,クリエイティブ統括,総務部,第三課,2023,202306,1Q,400002,制作収入,S005,確定,255972233,234107306
20230914,博報堂,メディア統括,デジタルマーケティング部,第二課,2023,202309,2Q,200001,人件費,S003,調整,323616327,351335026
20240910,博報堂プロダクツ,デジタル統括,財務経理部,第一課,2024,202409,2Q,200002,経費,S002,特別,54732493,56618923
20230720,読売広告社,メディア統括,制作部,第三課,2023,202307,2Q,200001,人件費,S004,見込,72200912,104969837
20231206,博報堂,デジタル統括,制作部,推進課,2023,202312,3Q,500001,広告主負担金,S001,通常,57648464,87450497
20230425,博報堂,メディア統括,第一営業部,第二課,2023,202304,1Q,400002,制作収入,S004,見込,128831785,146280731
20230719,読売広告社,デジタル統括,第二営業部,第一課,2023,202307,2Q,200003,減価償却費,S004,見込,172531802,180140555
20230903,博報堂DYメディアパートナーズ,営業統括,経営企画部,第三課,2023,202309,2Q,300001,営業利益,S004,見込,416451008,411521231
20250115,博報堂,営業統括,人事部,第一課,2024,202501,4Q,100001,売上高,S001,通常,234247552,181603584
20241205,博報堂DYメディアパートナーズ,クリエイティブ統括,財務経理部,運用課,2024,202412,3Q,200002,経費,S003,調整,182214947,199787355
20230404,読売広告社,メディア統括,経営企画部,推進課,2023,202304,1Q,200001,人件費,S001,通常,224847840,166044049
20241016,大広,営業統括,クリエイティブ部,推進課,2024,202410,3Q,300002,経常利益,S005,確定,308061272,422361444
20240426,博報堂DYメディアパートナーズ,クリエイティブ統括,制作部,第二課,2024,202404,1Q,500001,広告主負担金,S003,調整,30862532,26731077
20230416,博報堂,管理統括,第一営業部,開発課,2023,202304,1Q,500001,広告主負担金,S001,通常,396254451,376726188
20230706,読売広告社,メディア統括,第二営業部,推進課,2023,202307,2Q,400003,コンサルティング収入,S003,調整,174172397,136893362
20230414,博報堂,クリエイティブ統括,人事部,管理課,2023,202304,1Q,400003,コンサルティング収入,S004,見込,227062866,171394898
20230723,博報堂DYメディアパートナーズ,デジタル統括,クリエイティブ部,企画課,2023,202307,2Q,100002,売上原価,S001,通常,133964410,118344317
20230918,博報堂プロダクツ,クリエイティブ統括,クリエイティブ部,第二課,2023,202309,2Q,200002,経費,S003,調整,556535005,438003708
20240524,大広,管理統括,第二営業部,開発課,2024,202405,1Q,100003,売上総利益,S002,特別,105225192,94273366
20240126,博報堂,メディア統括,財務経理部,第一課,2023,202401,4Q,400003,コンサルティング収入,S001,通常,147922601,118167046
20230413,読売広告社,メディア統括,財務経理部,開発課,2023,202304,1Q,500002,媒体社リベート,S003,調整,60315833,79861412
20230601,博報堂,デジタル統括,財務経理部,第三課,2023,202306,1Q,100002,売上原価,S002,特別,297272258,457214501
20231205,博報堂DYメディアパートナーズ,クリエイティブ統括,デジタルマーケティング部,開発課,2023,202312,3Q,400002,制作収入,S004,見込,525461253,385303491
20230910,博報堂プロダクツ,メディア統括,メディアプランニング部,開発課,2023,202309,2Q,400003,コンサルティング収入,S001,通常,49154309,55105395
20241008,読売広告社,管理統括,制作部,第二課,2024,202410,3Q,100002,売上原価,S001,通常,342175835,486485871
20230423,大広,営業統括,人事部,運用課,2023,202304,1Q,200001,人件費,S002,特別,237813813,309726155
20241122,大広,クリエイティブ統括,制作部,第二課,2024,202411,3Q,100003,売上総利益,S005,確定,166197157,167659815
20250319,博報堂DYメディアパートナーズ,クリエイティブ統括,第一営業部,第三課,2024,202503,4Q,100001,売上高,S004,見込,473006515,367839989
20250308,博報堂プロダクツ,デジタル統括,人事部,推進課,2024,202503,4Q,300002,経常利益,S002,特別,252190635,290145442
20250122,大広,クリエイティブ統括,第二営業部,推進課,2024,202501,4Q,100002,売上原価,S001,通常,142620148,219010117
20230527,博報堂,メディア統括,財務経理部,管理課,2023,202305,1Q,400002,制作収入,S004,見込,315501903,346179003
20230415,博報堂,クリエイティブ統括,第一営業部,企画課,2023,202304,1Q,400002,制作収入,S003,調整,3989770,4716443
20241217,博報堂プロダクツ,管理統括,デジタルマーケティング部,企画課,2024,202412,3Q,400001,媒体手数料収入,S005,確定,228136520,232581955
20250218,読売広告社,営業統括,総務部,管理課,2024,202502,4Q,100002,売上原価,S003,調整,2248392,2133340
20240705,大広,デジタル統括,第一営業部,第一課,2024,202407,2Q,500001,広告主負担金,S001,通常,473054060,350003328
20230824,博報堂プロダクツ,営業統括,人事部,推進課,2023,202308,2Q,500001,広告主負担金,S003,調整,200200828,296673598
20240912,博報堂DYメディアパートナーズ,管理統括,デジタルマーケティング部,第二課,2024,202409,2Q,300001,営業利益,S001,通常,188931077,294448609
20240926,大広,管理統括,メディアプランニング部,推進課,2024,202409,2Q,500001,広告主負担金,S004,見込,36419617,39362256
20250303,読売広告社,デジタル統括,財務経理部,第二課,2024,202503,4Q,500002,媒体社リベート,S001,通常,311375252,435227916
20250301,博報堂プロダクツ,管理統括,クリエイティブ部,第二課,2024,202503,4Q,400002,制作収入,S005,確定,268260606,433633324
20240318,博報堂DYメディアパートナーズ,クリエイティブ統括,経営企画部,第二課,2023,202403,4Q,200001,人件費,S005,確定,270742454,227097343
20250113,大広,管理統括,第二営業部,運用課,2024,202501,4Q,300001,営業利益,S001,通常,149348651,145150543
20231224,博報堂DYメディアパートナーズ,営業統括,制作部,第二課,2023,202312,3Q,300001,営業利益,S004,見込,427095481,308460199
20231125,博報堂,メディア統括,メディアプランニング部,第一課,2023,202311,3Q,100003,売上総利益,S002,特別,422274245,429063219
20230814,大広,メディア統括,デジタルマーケティング部,第一課,2023,202308,2Q,400003,コンサルティング収入,S001,通常,235448484,338695873
20241228,大広,営業統括,総務部,管理課,2024,202412,3Q,100003,売上総利益,S003,調整,113780199,114521592
20230812,博報堂DYメディアパートナーズ,営業統括,第二営業部,第二課,2023,202308,2Q,100001,売上高,S001,通常,191295045,175254599
20230907,読売広告社,デジタル統括,第一営業部,第一課,2023,202309,2Q,100003,売上総利益,S002,特別,106506966,175133427
20250223,読売広告社,デジタル統括,第一営業部,第二課,2024,202502,4Q,100002,売上原価,S003,調整,200210162,248149293
20250203,大広,デジタル統括,制作部,企画課,2024,202502,4Q,400001,媒体手数料収入,S005,確定,645712379,482616795
20231215,博報堂DYメディアパートナーズ,営業統括,人事部,第一課,2023,202312,3Q,300001,営業利益,S002,特別,296318525,427511650
20250118,大広,管理統括,財務経理部,第二課,2024,202501,4Q,400003,コンサルティング収入,S002,特別,337074067,291418799
20241023,博報堂プロダクツ,クリエイティブ統括,総務部,管理課,2024,202410,3Q,100002,売上原価,S001,通常,315737687,230618714
20240112,博報堂,管理統括,総務部,運用課,2023,202401,4Q,200003,減価償却費,S005,確定,204886197,225642942
20240605,博報堂プロダクツ,管理統括,デジタルマーケティング部,運用課,2024,202406,1Q,100001,売上高,S002,特別,78220877,61604505
20231002,大広,管理統括,経営企画部,開発課,2023,202310,3Q,300002,経常利益,S004,見込,351250882,307282255
20240406,読売広告社,デジタル統括,第二営業部,推進課,2024,202404,1Q,100002,売上原価,S004,見込,141812162,181162606
20230716,読売広告社,営業統括,クリエイティブ部,管理課,2023,202307,2Q,400002,制作収入,S004,見込,15553710,18836875
20240519,博報堂,管理統括,経営企画部,第三課,2024,202405,1Q,100003,売上総利益,S002,特別,493582045,377156387
20250216,博報堂プロダクツ,営業統括,総務部,運用課,2024,202502,4Q,100001,売上高,S002,特別,114303882,100411950
20240926,博報堂DYメディアパートナーズ,メディア統括,総務部,企画課,2024,202409,2Q,400002,制作収入,S002,特別,241647368,256955922
20231002,博報堂DYメディアパートナーズ,メディア統括,第一営業部,第一課,2023,202310,3Q,200001,人件費,S002,特別,141779125,175937703
20240927,大広,デジタル統括,メディアプランニング部,企画課,2024,202409,2Q,300002,経常利益,S004,見込,344114097,357864461
20231121,博報堂プロダクツ,デジタル統括,経営企画部,企画課,2023,202311,3Q,200003,減価償却費,S003,調整,32758494,27724295
20240514,大広,クリエイティブ統括,第一営業部,第三課,2024,202405,1Q,100002,売上原価,S005,確定,573568642,461915616
20240111,博報堂DYメディアパートナーズ,管理統括,第一営業部,第三課,2023,202401,4Q,200003,減価償却費,S001,通常,117753038,153579486
20230627,読売広告社,メディア統括,財務経理部,第一課,2023,202306,1Q,100003,売上総利益,S004,見込,279605269,271005739
20240507,博報堂DYメディアパートナーズ,メディア統括,メディアプランニング部,第一課,2024,202405,1Q,100003,売上総利益,S004,見込,229109545,216767912
20230709,大広,デジタル統括,第二営業部,開発課,2023,202307,2Q,300002,経常利益,S001,通常,358371175,339117095
20240619,博報堂プロダクツ,クリエイティブ統括,経営企画部,第一課,2024,202406,1Q,200003,減価償却費,S005,確定,42858160,36889987
20230816,博報堂DYメディアパートナーズ,管理統括,デジタルマーケティング部,企画課,2023,202308,2Q,400001,媒体手数料収入,S002,特別,429114062,341729494
20240703,読売広告社,クリエイティブ統括,制作部,推進課,2024,202407,2Q,400003,コンサルティング収入,S005,確定,422587403,445339667
20240822,博報堂,クリエイティブ統括,財務経理部,運用課,2024,202408,2Q,500002,媒体社リベート,S001,通常,36751356,44140639
20240225,読売広告社,管理統括,総務部,企画課,2023,202402,4Q,400002,制作収入,S005,確定,563053350,429535845
20230820,読売広告社,デジタル統括,制作部,第一課,2023,202308,2Q,300002,経常利益,S003,調整,297889503,368985172
20240223,博報堂,メディア統括,経営企画部,第二課,2023,202402,4Q,300001,営業利益,S003,調整,47264802,57390694
20250314,読売広告社,管理統括,総務部,第一課,2024,202503,4Q,100002,売上原価,S004,見込,179131208,156757763
20250324,博報堂プロダクツ,デジタル統括,総務部,運用課,2024,202503,4Q,400001,媒体手数料収入,S001,通常,67656185,65891005
20240218,読売広告社,メディア統括,経営企画部,第一課,2023,202402,4Q,400003,コンサルティング収入,S002,特別,253135388,392489462
20240416,博報堂プロダクツ,管理統括,財務経理部,第一課,2024,202404,1Q,200002,経費,S003,調整,144112713,182575628
20230907,読売広告社,クリエイティブ統括,第一営業部,開発課,2023,202309,2Q,100002,売上原価,S004,見込,98875002,105809371
20230619,博報堂プロダクツ,営業統括,クリエイティブ部,推進課,2023,202306,1Q,300001,営業利益,S004,見込,189448271,208071890
20231212,読売広告社,営業統括,第二営業部,第一課,2023,202312,3Q,400003,コンサルティング収入,S002,特別,323663437,423703642
20240103,博報堂,メディア統括,クリエイティブ部,推進課,2023,202401,4Q,100003,売上総利益,S001,通常,141705043,116245185
20240807,博報堂プロダクツ,営業統括,第二営業部,第三課,2024,202408,2Q,100001,売上高,S005,確定,284022321,385004646
20240303,博報堂,デジタル統括,クリエイティブ部,企画課,2023,202403,4Q,100001,売上高,S002,特別,66420484,106875389
20240907,博報堂,営業統括,制作部,推進課,2024,202409,2Q,200003,減価償却費,S001,通常,534916019,385116098
20241228,博報堂プロダクツ,デジタル統括,第二営業部,運用課,2024,202412,3Q,200002,経費,S002,特別,474069991,467511516
20240522,大広,クリエイティブ統括,人事部,開発課,2024,202405,1Q,100001,売上高,S002,特別,221455987,193306233
20250307,博報堂プロダクツ,管理統括,人事部,第一課,2024,202503,4Q,200003,減価償却費,S005,確定,459422036,377829357
20241210,博報堂,クリエイティブ統括,デジタルマーケティング部,第一課,2024,202412,3Q,100002,売上原価,S004,見込,386922241,353418716
20230510,読売広告社,デジタル統括,クリエイティブ部,第一課,2023,202305,1Q,400001,媒体手数料収入,S004,見込,362451730,426150480
20241224,博報堂,管理統括,クリエイティブ部,第一課,2024,202412,3Q,100001,売上高,S003,調整,552672834,440585448
20230506,読売広告社,営業統括,メディアプランニング部,第二課,2023,202305,1Q,500001,広告主負担金,S003,調整,207516500,202173108
20240521,博報堂DYメディアパートナーズ,メディア統括,メディアプランニング部,開発課,2024,202405,1Q,200002,経費,S005,確定,1552470,2117783
20240705,博報堂プロダクツ,クリエイティブ統括,経営企画部,開発課,2024,202407,2Q,400002,制作収入,S002,特別,305554758,290924688
20250103,博報堂プロダクツ,デジタル統括,デジタルマーケティング部,開発課,2024,202501,4Q,200001,人件費,S005,確定,529192548,487577217
20241024,読売広告社,クリエイティブ統括,メディアプランニング部,第一課,2024,202410,3Q,200002,経費,S003,調整,275378358,303644948
20230721,博報堂,クリエイティブ統括,総務部,運用課,2023,202307,2Q,200001,人件費,S002,特別,303577705,291349616
20231025,大広,営業統括,総務部,第三課,2023,202310,3Q,400002,制作収入,S005,確定,198372507,285301022
20250227,博報堂,営業統括,第一営業部,第一課,2024,202502,4Q,400002,制作収入,S002,特別,7328503,6194623
20240812,博報堂プロダクツ,管理統括,デジタルマーケティング部,第二課,2024,202408,2Q,500001,広告主負担金,S002,特別,2082276,3213701
20231105,博報堂DYメディアパートナーズ,クリエイティブ統括,メディアプランニング部,第三課,2023,202311,3Q,200003,減価償却費,S003,調整,394098477,326553760
20230916,博報堂プロダクツ,管理統括,制作部,開発課,2023,202309,2Q,400001,媒体手数料収入,S002,特別,34805995,25934051
20240621,大広,クリエイティブ統括,財務経理部,運用課,2024,202406,1Q,200001,人件費,S003,調整,53347298,75020305
20250312,大広,デジタル統括,財務経理部,第二課,2024,202503,4Q,300002,経常利益,S004,見込,58860719,51660465
20240712,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,第一課,2024,202407,2Q,100002,売上原価,S003,調整,170614599,162410018
20240601,博報堂DYメディアパートナーズ,営業統括,第二営業部,第二課,2024,202406,1Q,200002,経費,S002,特別,509412033,453487313
20240114,読売広告社,メディア統括,第二営業部,運用課,2023,202401,4Q,400001,媒体手数料収入,S005,確定,149466716,117032869
20240627,大広,デジタル統括,人事部,管理課,2024,202406,1Q,400002,制作収入,S005,確定,375185646,338364746
20231125,読売広告社,メディア統括,第二営業部,推進課,2023,202311,3Q,300002,経常利益,S004,見込,64897559,99890706
20230601,読売広告社,メディア統括,第二営業部,開発課,2023,202306,1Q,500002,媒体社リベート,S003,調整,291599711,285610789
20240619,読売広告社,クリエイティブ統括,第二営業部,開発課,2024,202406,1Q,300002,経常利益,S003,調整,190484653,287788780
20241007,読売広告社,メディア統括,メディアプランニング部,管理課,2024,202410,3Q,400003,コンサルティング収入,S002,特別,433237106,352896192
20230607,大広,メディア統括,メディアプランニング部,第一課,2023,202306,1Q,100002,売上原価,S005,確定,135676788,148960605
20240820,読売広告社,管理統括,財務経理部,管理課,2024,202408,2Q,400001,媒体手数料収入,S004,見込,440762378,413051134
20240212,大広,クリエイティブ統括,デジタルマーケティング部,第二課,2023,202402,4Q,400001,媒体手数料収入,S002,特別,20676593,17566008
20230710,大広,メディア統括,人事部,第二課,2023,202307,2Q,300001,営業利益,S005,確定,191047187,176856954
20230920,博報堂,管理統括,人事部,第三課,2023,202309,2Q,200002,経費,S002,特別,216737294,316268609
20250102,博報堂DYメディアパートナーズ,デジタル統括,総務部,管理課,2024,202501,4Q,300001,営業利益,S004,見込,441830492,330874303
20240710,博報堂,メディア統括,人事部,推進課,2024,202407,2Q,500002,媒体社リベート,S004,見込,298302348,369543311
20250110,博報堂プロダクツ,管理統括,第一営業部,開発課,2024,202501,4Q,200001,人件費,S005,確定,358974206,469120090
20241216,博報堂プロダクツ,クリエイティブ統括,メディアプランニング部,第一課,2024,202412,3Q,200002,経費,S002,特別,495281220,405199248
20241222,博報堂プロダクツ,営業統括,総務部,開発課,2024,202412,3Q,500002,媒体社リベート,S001,通常,325944541,488798873
20240401,大広,管理統括,制作部,開発課,2024,202404,1Q,100001,売上高,S002,特別,100444802,139964380
20231122,大広,営業統括,メディアプランニング部,第一課,2023,202311,3Q,200001,人件費,S003,調整,82652925,107574247
20231226,読売広告社,営業統括,制作部,第二課,2023,202312,3Q,100001,売上高,S003,調整,153670538,233257515
20230823,博報堂プロダクツ,管理統括,制作部,第三課,2023,202308,2Q,500001,広告主負担金,S001,通常,22226425,16518773
20230407,博報堂DYメディアパートナーズ,管理統括,経営企画部,第二課,2023,202304,1Q,100003,売上総利益,S001,通常,398771346,391963431
20240223,博報堂プロダクツ,デジタル統括,第一営業部,管理課,2023,202402,4Q,500002,媒体社リベート,S005,確定,132090638,155117054
20240526,読売広告社,デジタル統括,財務経理部,推進課,2024,202405,1Q,400003,コンサルティング収入,S001,通常,506785821,411181368
20240718,博報堂DYメディアパートナーズ,デジタル統括,人事部,第一課,2024,202407,2Q,500001,広告主負担金,S005,確定,192383752,313551278
20241012,博報堂DYメディアパートナーズ,管理統括,制作部,運用課,2024,202410,3Q,200001,人件費,S002,特別,125054874,136396723
20230803,博報堂DYメディアパートナーズ,デジタル統括,経営企画部,管理課,2023,202308,2Q,500001,広告主負担金,S002,特別,135164766,210670342
20230901,博報堂DYメディアパートナーズ,管理統括,財務経理部,企画課,2023,202309,2Q,400001,媒体手数料収入,S003,調整,193504721,181901700
20230411,読売広告社,管理統括,メディアプランニング部,第一課,2023,202304,1Q,500001,広告主負担金,S005,確定,71534579,70914803
20241222,博報堂プロダクツ,管理統括,総務部,推進課,2024,202412,3Q,100001,売上高,S004,見込,357008913,296825923
20241224,読売広告社,クリエイティブ統括,財務経理部,開発課,2024,202412,3Q,200001,人件費,S004,見込,254869997,406321920
20240916,博報堂,管理統括,第二営業部,第二課,2024,202409,2Q,400001,媒体手数料収入,S001,通常,254178708,273377386
20230602,博報堂DYメディアパートナーズ,管理統括,人事部,企画課,2023,202306,1Q,200001,人件費,S004,見込,188237584,210703854
20231119,博報堂,管理統括,メディアプランニング部,第三課,2023,202311,3Q,100001,売上高,S001,通常,144827146,210784745
20230809,博報堂DYメディアパートナーズ,デジタル統括,デジタルマーケティング部,推進課,2023,202308,2Q,200001,人件費,S002,特別,458142374,395468122
20241218,博報堂DYメディアパートナーズ,管理統括,デジタルマーケティング部,第三課,2024,202412,3Q,300002,経常利益,S005,確定,164241020,210566626
20230917,博報堂DYメディアパートナーズ,管理統括,クリエイティブ部,第二課,2023,202309,2Q,400002,制作収入,S005,確定,261032168,387315586
20241025,博報堂DYメディアパートナーズ,デジタル統括,クリエイティブ部,推進課,2024,202410,3Q,200001,人件費,S002,特別,28910099,27044496
20231206,読売広告社,メディア統括,制作部,管理課,2023,202312,3Q,100002,売上原価,S001,通常,153803161,237830297
20230401,読売広告社,メディア統括,人事部,運用課,2023,202304,1Q,200001,人件費,S002,特別,204537588,153321843
20231224,博報堂,デジタル統括,制作部,推進課,2023,202312,3Q,400002,制作収入,S002,特別,190390706,194980165
20241120,博報堂,管理統括,第一営業部,運用課,2024,202411,3Q,500001,広告主負担金,S005,確定,150196584,169304081
20230828,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,運用課,2023,202308,2Q,400003,コンサルティング収入,S005,確定,205319385,206537067
20250204,博報堂DYメディアパートナーズ,デジタル統括,財務経理部,第一課,2024,202502,4Q,200003,減価償却費,S003,調整,108124280,124872344
20230605,博報堂DYメディアパートナーズ,営業統括,デジタルマーケティング部,第一課,2023,202306,1Q,100003,売上総利益,S004,見込,232669642,386484296
20241202,読売広告社,メディア統括,第一営業部,運用課,2024,202412,3Q,300001,営業利益,S002,特別,98891580,100616517
20250123,博報堂,デジタル統括,制作部,第二課,2024,202501,4Q,300002,経常利益,S002,特別,612272855,489373179
20240916,博報堂プロダクツ,デジタル統括,総務部,推進課,2024,202409,2Q,300001,営業利益,S001,通常,192303224,140678549
20240610,読売広告社,管理統括,制作部,運用課,2024,202406,1Q,200001,人件費,S004,見込,228488255,259143035
20240201,大広,メディア統括,メディアプランニング部,第一課,2023,202402,4Q,200001,人件費,S004,見込,19654775,29217091
20241212,博報堂DYメディアパートナーズ,クリエイティブ統括,デジタルマーケティング部,開発課,2024,202412,3Q,400001,媒体手数料収入,S003,調整,54704316,81915843
20230911,読売広告社,クリエイティブ統括,財務経理部,第一課,2023,202309,2Q,300002,経常利益,S004,見込,140776335,112333597
20250108,博報堂DYメディアパートナーズ,管理統括,制作部,第二課,2024,202501,4Q,300001,営業利益,S003,調整,584044544,430479908
20241110,博報堂DYメディアパートナーズ,管理統括,第二営業部,管理課,2024,202411,3Q,100003,売上総利益,S003,調整,572876481,443631600
20230805,博報堂プロダクツ,営業統括,人事部,開発課,2023,202308,2Q,100003,売上総利益,S002,特別,355636698,282553316
20240512,博報堂,メディア統括,デジタルマーケティング部,第一課,2024,202405,1Q,500001,広告主負担金,S005,確定,48365283,37610754
20240320,博報堂プロダクツ,営業統括,制作部,運用課,2023,202403,4Q,100003,売上総利益,S004,見込,185259431,276204831
20240422,博報堂DYメディアパートナーズ,デジタル統括,第二営業部,管理課,2024,202404,1Q,500002,媒体社リベート,S005,確定,194583200,284818854
20240515,大広,デジタル統括,財務経理部,企画課,2024,202405,1Q,300002,経常利益,S002,特別,109119052,131162727
20240115,大広,クリエイティブ統括,第一営業部,企画課,2023,202401,4Q,200001,人件費,S003,調整,467721107,477021338
20230904,博報堂,デジタル統括,財務経理部,第二課,2023,202309,2Q,300001,営業利益,S003,調整,466355057,401993333
20240425,読売広告社,クリエイティブ統括,経営企画部,第二課,2024,202404,1Q,500001,広告主負担金,S005,確定,110052513,94596647
20231026,読売広告社,デジタル統括,クリエイティブ部,管理課,2023,202310,3Q,300002,経常利益,S003,調整,614180495,497091053
20241121,大広,クリエイティブ統括,デジタルマーケティング部,管理課,2024,202411,3Q,500001,広告主負担金,S001,通常,353229451,449927690
20231018,博報堂DYメディアパートナーズ,デジタル統括,経営企画部,開発課,2023,202310,3Q,200001,人件費,S002,特別,105442382,149526540
20231010,博報堂,メディア統括,デジタルマーケティング部,管理課,2023,202310,3Q,300002,経常利益,S004,見込,356908015,392036623
20240706,大広,管理統括,クリエイティブ部,運用課,2024,202407,2Q,200001,人件費,S005,確定,542602427,469234119
20231126,博報堂DYメディアパートナーズ,管理統括,人事部,運用課,2023,202311,3Q,400003,コンサルティング収入,S004,見込,119539832,99442273
20230817,博報堂,管理統括,デジタルマーケティング部,開発課,2023,202308,2Q,400003,コンサルティング収入,S005,確定,186783818,154896623
20240517,大広,クリエイティブ統括,第一営業部,管理課,2024,202405,1Q,400003,コンサルティング収入,S005,確定,147501915,180427816
20241120,博報堂プロダクツ,クリエイティブ統括,人事部,開発課,2024,202411,3Q,200001,人件費,S004,見込,282320242,406488209
20240828,博報堂DYメディアパートナーズ,クリエイティブ統括,メディアプランニング部,推進課,2024,202408,2Q,200002,経費,S001,通常,199126447,171290264
20230628,博報堂DYメディアパートナーズ,営業統括,総務部,第三課,2023,202306,1Q,500001,広告主負担金,S002,特別,560094604,465325070
20240223,博報堂,デジタル統括,財務経理部,第三課,2023,202402,4Q,300002,経常利益,S001,通常,219814400,249222885
20231203,博報堂,デジタル統括,メディアプランニング部,管理課,2023,202312,3Q,200003,減価償却費,S001,通常,370901416,420802134
20250320,博報堂プロダクツ,クリエイティブ統括,メディアプランニング部,開発課,2024,202503,4Q,400002,制作収入,S002,特別,318049462,254528115
20241205,博報堂DYメディアパートナーズ,クリエイティブ統括,財務経理部,運用課,2024,202412,3Q,400002,制作収入,S002,特別,591556102,428892413
20240425,博報堂プロダクツ,管理統括,経営企画部,推進課,2024,202404,1Q,500001,広告主負担金,S001,通常,21843572,25134128
20230406,博報堂DYメディアパートナーズ,デジタル統括,クリエイティブ部,第一課,2023,202304,1Q,100003,売上総利益,S001,通常,340503087,465053464
20231107,読売広告社,管理統括,総務部,推進課,2023,202311,3Q,200003,減価償却費,S001,通常,152633256,138485677
20240814,大広,デジタル統括,総務部,管理課,2024,202408,2Q,200003,減価償却費,S004,見込,287466873,418229575
20240323,博報堂,管理統括,デジタルマーケティング部,推進課,2023,202403,4Q,400003,コンサルティング収入,S005,確定,243713532,257089309
20240613,大広,管理統括,第二営業部,管理課,2024,202406,1Q,500002,媒体社リベート,S001,通常,129748117,214389588
20231019,読売広告社,メディア統括,総務部,推進課,2023,202310,3Q,200002,経費,S001,通常,11538641,12310349
20230521,博報堂DYメディアパートナーズ,デジタル統括,財務経理部,第二課,2023,202305,1Q,100001,売上高,S003,調整,143250433,183797759
20240623,大広,クリエイティブ統括,メディアプランニング部,第二課,2024,202406,1Q,200002,経費,S005,確定,189802808,257755114
20240809,読売広告社,管理統括,人事部,第二課,2024,202408,2Q,200002,経費,S005,確定,278691861,307123278
20230624,大広,デジタル統括,総務部,推進課,2023,202306,1Q,100001,売上高,S005,確定,98816049,92263350
20230915,博報堂プロダクツ,営業統括,メディアプランニング部,第二課,2023,202309,2Q,400001,媒体手数料収入,S001,通常,255091608,185437450
20230407,読売広告社,メディア統括,人事部,第二課,2023,202304,1Q,200002,経費,S004,見込,99762984,104090663
20240522,読売広告社,営業統括,クリエイティブ部,運用課,2024,202405,1Q,500002,媒体社リベート,S001,通常,362296410,397401112
20240902,博報堂DYメディアパートナーズ,営業統括,人事部,第三課,2024,202409,2Q,400003,コンサルティング収入,S005,確定,74975524,118166862
20241210,博報堂,デジタル統括,経営企画部,管理課,2024,202412,3Q,400001,媒体手数料収入,S005,確定,501859232,482495397
20230414,読売広告社,メディア統括,メディアプランニング部,第三課,2023,202304,1Q,200001,人件費,S001,通常,252929329,360182845
20230709,読売広告社,クリエイティブ統括,第一営業部,第三課,2023,202307,2Q,500002,媒体社リベート,S004,見込,83249445,59482716
20241220,博報堂DYメディアパートナーズ,管理統括,デジタルマーケティング部,第三課,2024,202412,3Q,400003,コンサルティング収入,S003,調整,149436182,151465432
